,user-screen_name,text,user-location,lang,retweet_count,created_at,hashtags,SocialEmotionalLearning,STEMeducation,EnglishLanguageDevelopment,ESSER,k12
6649,Rdene915,"Chart A New Course: Teaching Essential Skills for Tomorrow's World  https://t.co/ackVxI41Mr For #educators #librarians #ETCoaches Learn about #digcit #SEL #PBL #edtech  #distancelearning #education #iste #istelib 
 #k12 @iste https://t.co/rT739h6NaI",Pittsburgh,en,0.0,Fri Jul 09 22:31:07 +0000 2021,['educators'],True,False,False,False,True
6651,LovingsDanica,"#K12 #Superintendents and #Principals, give your #teachers and their #strugglingreaders a fresh start by joining over 18,500 schools using the #LearningAlly #Audiobook Solution!  

Getting started is easy! Just click the link below:
https://t.co/Ldc34a9Bnu https://t.co/XVo7eDyMTj",,en,0.0,Fri Jul 09 22:32:04 +0000 2021,"['K12', 'Superintendents', 'Principals', 'teachers', 'strugglingreaders']",False,False,False,False,True
6652,dexamethasones,Wake up BC,,en,0.0,Fri Jul 09 22:32:43 +0000 2021,,False,False,False,False,False
6653,MargoVogelpohl,"This year, we had the ability to dream big and @AmyLGrosso and I did just that. These camps brought back my VIGOR during one of the toughest years yet. Our kids are amazing and they deserve the VERY best!","Round Rock, TX",en,2.0,Fri Jul 09 22:33:35 +0000 2021,,False,False,False,False,False
6654,M365FSA,"#Cloud-based software provides benefits for #K12 students, teachers, and IT staff. Here's what it takes to successfully implement this essential tech tool. @EdTech_K12 #cdwsocial https://t.co/l1G96Lp1zJ https://t.co/qnLMXQCRrA",,en,0.0,Fri Jul 09 22:34:03 +0000 2021,"['Cloud', 'K12']",False,False,False,False,True
6655,jhengstler,Is #BCEd #k12 leadership watching this 👇👇in  #LosAngeles with @LASchools since #BC already has the most #Delta #variant cases in #Canada? @BCSTA_President @BCSTA_News @BCSups @NCPVPA @ElizMooreISABC @BCCPAC @TeriMooring,,en,0.0,Fri Jul 09 22:34:13 +0000 2021,"['BCEd', 'k12', 'LosAngeles', 'BC', 'Delta']",False,False,False,False,True
6656,DouglasBaer,"Why do we fund Catholic #k-12 schools ?   We don't in BC, but the reason why they fund Catholic schools in Ontario is related to the dynamics of first-past-the-post elections &amp; the Ontario Regressive Conservative Party imho.  And never forget collective stupidity as explanation.","Victoria, BC Canada",en,0.0,Fri Jul 09 22:34:34 +0000 2021,['k'],False,False,False,False,False
6659,robtatet,ED has released final requirements for the ARP EANS program: https://t.co/464bjuwpBG. #Education #K12,"Topeka, KS",en,2.0,Fri Jul 09 22:35:52 +0000 2021,"['Education', 'K12']",False,False,False,False,True
6660,SvetlikCS,"“#K12 #ComputerScience #Education as THE #equity issue of our age?” 

Yeah.

Consider: #algorithmicbias is now in the mainstream, and well over half of all IL schools have *zero* mechanisms to adequately teach it.

@isbenews @IllinoisASA @GovPritzker 

#iledchat #edchat #twill","Illinois, USA",en,0.0,Fri Jul 09 22:37:26 +0000 2021,"['K12', 'ComputerScience', 'Education', 'equity', 'algorithmicbias']",False,False,False,False,True
6662,nlshaheen,"If u work in the field of #blindness, particularly #K12, don't miss @tvimonique's presentation @ #NFB21 ~7:35p EST I bet she'll hit on topics like #CRP, #diversity in #Braille books, &amp; #intersectionality. She's a leader on these topics in our field https://t.co/omnHDmRDx3","Normal, IL",en,0.0,Fri Jul 09 22:40:26 +0000 2021,"['blindness', 'K12', 'NFB21']",False,False,False,False,True
6663,nlshaheen,"Soooo excited @tvimonique is on the #NFB21 agenda. If you are a #blind person who is interested in #k12 #education, I encourage you to follow her work!","Normal, IL",en,0.0,Fri Jul 09 22:40:26 +0000 2021,"['NFB21', 'blind', 'k12', 'education']",False,False,False,False,True
6670,John_Eick,"Check out Episode 13 of the Learn with John Eick Podcast, Special Series: Introducing Cohort 12. This episode introduces #edleader Dr. Ann Veu as she discusses Culturally Responsive Pedagogy and #SEL. Catch this episode and the entire series at https://t.co/jQygwzI2Qi. #EDD https://t.co/eaaQ5JcMQG",,en,0.0,Fri Jul 09 22:45:04 +0000 2021,,True,False,False,False,False
6671,OrbKnows,Children compare #play both #onscreen and in #outdoorspaces. https://t.co/gx8UtZMIQK #Tech #Outdoorplay #wellbeing #K12 @Challenge_59 @KidsFirstMedia https://t.co/hatSbXbtdG,,en,0.0,Fri Jul 09 22:45:04 +0000 2021,"['play', 'onscreen', 'outdoorspaces', 'Tech', 'Outdoorplay', 'wellbeing']",False,False,False,False,True
6672,BKidsEdu,"Thank you to everyone who joined us for our #Summerbookclub discussion of ""Mindfulness in the Classroom"" by Joshua Felver and Nirbhay Singh. We enjoyed learning and discussing new #mindfulness activities that we can't wait to try in our classrooms! #SEL #Socialemotionalskills https://t.co/7j8bs4F7GR",Etats-Unis,en,0.0,Fri Jul 09 22:45:51 +0000 2021,['Summerbookclub'],True,False,False,False,False
6674,Joypremiere,#SocialCues are important skills to practice to help kids develop their #socialawareness. Wisdom: The World of Emotions features an #SEL activity to help kids think about when they should share their feelings. For iOS https://t.co/TmCbj05JZi and Android https://t.co/GLQY9074s2 https://t.co/LBTa3gIqst,,en,1.0,Fri Jul 09 22:46:18 +0000 2021,"['SocialCues', 'socialawareness']",True,False,False,False,False
6676,WestLeeMSPride,#WeAreWest continues!! Check out our highlighted departments! #AVID #ESL 💙💛 @WestLeeMSPride @leecoschoolsnc @leecosupt https://t.co/ybGjyrY8B1,"Sanford, NC",en,0.0,Fri Jul 09 22:47:50 +0000 2021,"['WeAreWest', 'AVID', 'ESL']",False,False,True,False,False
6682,jc_james_clark,"“#K12 #ComputerScience #Education as THE #equity issue of our age?” 

Yeah.

Consider: #algorithmicbias is now in the mainstream, and well over half of all IL schools have *zero* mechanisms to adequately teach it.

@isbenews @IllinoisASA @GovPritzker 

#iledchat #edchat #twill https://t.co/vabLvCOnaZ",United States of America,en,2.0,Fri Jul 09 22:51:12 +0000 2021,"['K12', 'ComputerScience', 'Education', 'equity', 'algorithmicbias']",False,False,False,False,True
6684,education_24x7,"@Learnography @HeyDrDaniel @PrincipalKafele Neuroscience of knowledge transfer should be focused in the classroom instead of pedagogical methods. Motivation and instruction can't conduct learning transfer to student’s brain.
#science #research #success #K12 #innovation #learning #goals #kids #education #STEM #edtech #life",Delhi,en,3.0,Fri Jul 09 22:52:27 +0000 2021,,False,False,False,False,True
6687,eng_sandwich,"Practice/Study English talking about The Atlantic Photos of the Week + new game? #english #learnenglish #esl #esol #twitch #twitchstreamer #twitchedu#englishclass #anglais #ingles #onlineedu
https://t.co/vwbkclydSv",,en,0.0,Fri Jul 09 22:55:24 +0000 2021,"['english', 'learnenglish', 'esl', 'esol']",False,False,True,False,False
6688,drlucymcbride,What I like about the @CDC guidance is that it acknowledges the critical importance of in-person school &amp; recognizes the harms of prolonged school closures on kids’ social &amp; emotional health in addition to learning losses.,"Washington, DC",en,0.0,Fri Jul 09 22:55:39 +0000 2021,,False,False,False,False,False
6689,LindseyFrank88,"@BWROE4 Our #resiliency is🗝️the key🗝️to transitioning into 21-22...not only for us, but for our learners. I am looking forward to #learning #together!

#SummerLearning #Teaching #TEACHers #TeacherResources #K8 #K12 #EDUcators #educoach #TeacherWellness #Wellbeing #TheButterflyWithin","Arlington Heights, IL",en,0.0,Fri Jul 09 22:56:19 +0000 2021,['resiliency'],False,False,False,False,True
6690,TKlair,forgot the word comforter existed and said rajaye during a meeting today #esl,"Surrey, BC",en,0.0,Fri Jul 09 22:56:46 +0000 2021,['esl'],False,False,True,False,False
6691,mrscbowen,"Dream it Do it teacher and manufacturing week was a success! Thank you Ljungstrom and Hi Tech Ceramics for the tour today, @didiwny, and all of the companies who participated in panel discussions throughout this week. #steameducation #forourstudents #collaboration https://t.co/4WFASseyOy","Belmont, NY ",en,0.0,Fri Jul 09 22:58:03 +0000 2021,,False,True,False,False,False
6693,GinaMakesWaves,"Setting the stage for peer group conflicts, bullying, social ostracization, etc

#K12 is socially hard enough without CDC adding mask wearing ambiguities to the mix.

""CDC says vaccinated teachers &amp; students do not need to wear masks inside school bldgs"" https://t.co/2uVbyBym5H",#Noise #Community #QoL #MeToo ,en,0.0,Fri Jul 09 22:58:37 +0000 2021,['K12'],False,False,False,False,True
6704,FT_Schools,The NJDOE highlighted our district in The Road Forward Friday..,"Freehold, NJ",en,0.0,Fri Jul 09 23:02:26 +0000 2021,,False,False,False,False,False
6705,twhiteprincipal,The latest Shared Leadership! https://t.co/lZ9lVjPbq4 #edchat #k12,"Galesville, WI",en,0.0,Fri Jul 09 23:02:42 +0000 2021,"['edchat', 'k12']",False,False,False,False,True
6706,apalessandri,"Giveaway! @tathaide @DBeckJacobson @sarahscheerger &amp; I will be raffling (1) copy of EACH of our books!

Contest runs until Fri., 7.16.21, the day after our #nerdcampPA session: PB &amp; MG Books That Foster Understanding, Compassion, &amp; Social/Emotional Learning.

Rules below:
(1/3) https://t.co/Y0ndl1PnMe",Florida,en,0.0,Fri Jul 09 23:03:38 +0000 2021,,False,False,False,False,False
6707,apalessandri,"To enter:

✅follow all of us on Twitter &amp; Instagram
✅leave a comment here answering the following question: 

How do you use books to teach compassion, kindness, and social/emotional learning?

Winners will be randomly selected.
(2/3)",Florida,en,0.0,Fri Jul 09 23:03:38 +0000 2021,,False,False,False,False,False
6708,apalessandri,"And join us for our #nerdcampPA session, PB &amp; MG Books That Foster Understanding, Compassion, &amp; Social/Emotional Learning, on Thur., 7.15.21 @ 11 am EST!

(3/3) https://t.co/IKmq2XNqC9",Florida,en,0.0,Fri Jul 09 23:03:39 +0000 2021,['nerdcampPA'],False,False,False,False,False
6710,FTSBrethauer,Thank you for the shout out to our middle schools!!! #FTSproud @DDEGambino @DDE_AGiarratano @CTB_TSmith @CTBMsHarms @DottieSpecht,"Freehold, NJ",en,0.0,Fri Jul 09 23:05:35 +0000 2021,['FTSproud'],False,False,False,False,False
6714,kjamesa,"@curtisperry Check out @dHL_edu 
We connect #k12 Ss w/ hundreds of community partners for FREE! #Learn2Connect #Connect2Learn","Alberta, Canada",en,1.0,Fri Jul 09 23:07:09 +0000 2021,"['k12', 'Learn2Connect']",False,False,False,False,True
6716,EdwinSutanto9,"It's the end of the week.
So it's time to boogie.
Do the ROBO BOOGIE! 🤖
(While learning the concept of programming with these giant blocks of dance move code)

Here's me practicing dance moves before my first show @scienceworks_mv @museumsvictoria #STEMeducation #SciComm #SciArt https://t.co/1WrfYsPey4",,en,4.0,Fri Jul 09 23:08:05 +0000 2021,,False,True,False,False,False
6718,KilleenISD_HR,"If you're looking for work in Killeen, TX, check out this job: https://t.co/ZR3AJ6bfmz #K12 #Education","Killeen, Texas",en,0.0,Fri Jul 09 23:09:09 +0000 2021,"['K12', 'Education']",False,False,False,False,True
6719,ChoateAT,"Heard of social reading but never taught with it? Join us on 27 July at 12:15pm PT for “K12 Intro to Social Annotation” to learn how using @hypothes_is enables deeper student engagement with assigned readings.  
https://t.co/WA4Xl0fPGP
#K12 #EdChat #EngChat #LangArts https://t.co/xaYnEPFyNh","Wallingford, CT",en,3.0,Fri Jul 09 23:09:33 +0000 2021,,False,False,False,False,True
6722,twoasianparents,Yeah. This is awesome. #AsianAmericanStudies #ethnicstudies #k12 #parentingasianamerica,Tamyen Muwekma Ohlone lands,en,0.0,Fri Jul 09 23:10:11 +0000 2021,"['AsianAmericanStudies', 'ethnicstudies', 'k12', 'parentingasianamerica']",False,False,False,False,True
6723,SFPSdistrict,"SFPS is looking for your input on ESSER III funding!

We will be holding 3 town halls next week to take public input regarding the funding.

Please see the flyer below for more information! https://t.co/dvmT61jisv","Santa Fe, NM",en,0.0,Fri Jul 09 23:10:29 +0000 2021,,False,False,False,True,False
6724,RLH4literacy,"#K12 #Superintendents and #Principals, one in five students has #dyslexia. Can your #teachers and staff recognize the signs?

Share our #LearningAlly white paper identifying seven common signs of dyslexia with your teaching staff.

Free download here: https://t.co/w7tK7NGuUi https://t.co/ju68XhDC5T",,en,0.0,Fri Jul 09 23:11:02 +0000 2021,"['K12', 'Superintendents', 'Principals', 'dyslexia', 'teachers']",False,False,False,False,True
6725,DottieSpecht,Wow this is great to recognize all the hard work in @FT_Schools   Check out the link which goes to our informative parent website for k-2ELA @FTSELASup,"Spring Lake Heights, NJ",en,0.0,Fri Jul 09 23:11:05 +0000 2021,,False,False,False,False,False
6732,COLifeScience,"{EN} Today we present to you our dear Helena Pinheiro! It is she who, in this edition, gives us a fundamental help in the construction of the illustrations that we use in our publications!
👉🏽https://t.co/cXciduDOUM

#WomenInSTEM #stemeducation #soapboxscience #mulheresnaciencia","Lisbon, Portugal",en,5.0,Fri Jul 09 23:18:09 +0000 2021,,False,True,False,False,False
6738,books_alexandra,"#K12 #Superintendents and #Principals, one in five students has #dyslexia. Can your #teachers and staff recognize the signs?

Share our #LearningAlly white paper identifying seven common signs of dyslexia with your teaching staff.

Free download here: https://t.co/SUk77okkqB https://t.co/KEq0qDI1iE",,en,0.0,Fri Jul 09 23:21:03 +0000 2021,"['K12', 'Superintendents', 'Principals', 'dyslexia', 'teachers']",False,False,False,False,True
6742,BizSwell,"How to Help Elementary Students Get Used to Masks. | Edutopia https://t.co/PoD5JbZf54

#Education #Teachers #K12 https://t.co/EL09lKrw5M",,en,1.0,Fri Jul 09 23:21:22 +0000 2021,"['Education', 'Teachers', 'K12']",False,False,False,False,True
6743,BizSwell,"Classroom noise and distraction is a compounding problem as students and teachers try and speak louder to be heard over the noise. There is a better way https://t.co/XGNdhGNBWS

#ClassroomAudio #Edtech #K12 #HybridLearning https://t.co/mhQbshRB3T",,en,1.0,Fri Jul 09 23:21:30 +0000 2021,,False,False,False,False,True
6745,cybersec_feeds,"If your #K12 school is worried about the rise in #ransomware attacks, you can learn from this district's experience and use their insights to create tighter #cybersecurity protocols. @EdTech_K12 #security #cdwsocial https://t.co/8OcyZ9QfSR https://t.co/mpasbRiUpJ",Internet,en,1.0,Fri Jul 09 23:22:23 +0000 2021,"['K12', 'ransomware']",False,False,False,False,True
6746,SharonJepson4,"#K12 #Superintendents and #Principals, one in five students has #dyslexia. Can your #teachers and staff recognize the signs?

Share our #LearningAlly white paper identifying seven common signs of dyslexia with your teaching staff.

Free download here: https://t.co/4riKlmCv8v https://t.co/8Mo7KkNUAU",,en,0.0,Fri Jul 09 23:23:03 +0000 2021,"['K12', 'Superintendents', 'Principals', 'dyslexia', 'teachers']",False,False,False,False,True
6752,goosenotter,"AG @ToddRokitaIN called the @splcenter ""a hateful"" group and another man advocated closing of all government schools. 

Social Emotional Learning includes anti bullying education and empathy. Why wouldn’t we want our kids to be anti racist, anti bullies?

https://t.co/0ZAUm8fuyu","Indiana, USA",en,0.0,Fri Jul 09 23:28:30 +0000 2021,,True,False,False,False,False
6753,americantesol,Simplified Speech #123 – Independence Day in the USA: https://t.co/BCf8XioobX #TESOL #ESL #TEFL #EFL #ELLs,"Tampa, FL",en,0.0,Fri Jul 09 23:28:43 +0000 2021,"['TESOL', 'ESL', 'TEFL', 'EFL', 'ELLs']",False,False,True,False,False
6757,TomSchimmerPod,"☀️Ep. 37 features @tregammage, @Jess_hannigan, &amp; @JohnHannigan75 in a roundtable discussion about #SEL!

🟣Apple https://t.co/fOG2wmSkCv
🟢Spotify https://t.co/yIAhCtVwb6
🔴YouTube https://t.co/Lb8kaIkya3

#ATAssessment #TeachBetter  #atplc #edchat #edutwitter #PBIS #education https://t.co/If6V5V8pcR","Vancouver, British Columbia",en,0.0,Fri Jul 09 23:31:00 +0000 2021,['SEL'],True,False,False,False,False
6760,dewitt,"Please don’t hear about this, Seattle Public Schools.

Our kiddos handled them fine (kids are awesome that way) but it limited social and emotional interaction and hindered learning, so if they’re not necessary, please don’t do it.","Seattle, WA",en,0.0,Fri Jul 09 23:32:19 +0000 2021,,False,False,False,False,False
6762,KylieBurrett,Do you have questions around pictorial drawings and graphics in STEM? This free resource we created might help. https://t.co/rPt1PmBqxs #drawing #STEMeducation @FiMorrison2 have you seen our other website project? @RussellCairns1 @splat3d @ZeinaChalich @Doctor_Harves @MinaJBlazy,Australia,en,0.0,Fri Jul 09 23:37:53 +0000 2021,,False,True,False,False,False
6766,Honestly_Becky,Toy Review | Building with #Geomag ‘Rainbow’ Classic Magnetic System https://t.co/xXOawIfp57 #educationaltoys #geomagtoys #geotagclassicrainbow #magnetictoys #stemeducation #stemplay #stemtoys #toyreview,"Richmond, North Yorkshire, UK",en,0.0,Fri Jul 09 23:39:49 +0000 2021,"['Geomag', 'educationaltoys']",False,True,False,False,False
6768,aflnewberry,"Challenge students with this #Numberella Escape Room. 

🖖

 #connect #edchat #edutwitter #escaperooms #fridaythoughts #home #homeschooling2021 #k12 #learnathome #online #parentingtips #teachingtips #thursdaymotivation @DrCowdrick 

&gt;&gt;&gt; https://t.co/blahoM8YaQ https://t.co/SQgdclJ6Ry",London,en,0.0,Fri Jul 09 23:40:02 +0000 2021,"['Numberella', 'connect', 'edchat', 'edutwitter', 'escaperooms']",False,False,False,False,True
6770,BeaverCountyILC,"Did you miss our  chat with @nankr1120
 and  @DrJacieMaslyk? @mjmcalliwrites @Rdene915
  Catch up here and join our community!   https://t.co/paKwA9iPvd
#education #edchat #k12  #edutwitter #educhat 
@EdumatchBooks @thriveinedu
 #teachbetter","Beaver County, PA",en,4.0,Fri Jul 09 23:42:15 +0000 2021,,False,False,False,False,True
6773,mangelespintos,"Awesome, Todd! I'll definitely use these techniques/games in my vocabulary lessons. Thank you for the fabulous #BrainBlast!",Argentina,en,0.0,Fri Jul 09 23:43:50 +0000 2021,,False,False,False,False,False
6774,learning4_all,Children compare #play both #onscreen and in #outdoorspaces. https://t.co/pJKwNioS8Z #Tech #Outdoorplay #wellbeing #K12 @Challenge_59 @KidsFirstMedia https://t.co/P9GBkNA5zL,"New York, NY",en,0.0,Fri Jul 09 23:45:04 +0000 2021,"['play', 'onscreen', 'outdoorspaces', 'Tech', 'Outdoorplay', 'wellbeing']",False,False,False,False,True
6775,aflnewberry3,"Need a lesson fast? Try this #Numberella escape room. 

🚀

#classroom #eal #edchat #eal #escaperooms #fridayvibes #fun #homeschooling2021 #k12 #motivation #parentingtips #teachingtips #thursdaymorning  @ByrdTeaching 

&gt;&gt;&gt; https://t.co/SdTxuTI9Wx https://t.co/6UzFy8xw7w","London, England",en,0.0,Fri Jul 09 23:45:10 +0000 2021,"['Numberella', 'classroom', 'eal', 'edchat', 'eal', 'escaperooms', 'fridayvibes']",False,False,False,False,True
6778,LitAgentMariah,Librarians exploring identity and social emotional learning with kids should consider these 3 inspired picture books. https://t.co/lY838Hxwiw https://t.co/saFyDK6HY2,The Land of Publishing,en,4.0,Fri Jul 09 23:46:26 +0000 2021,,True,False,False,False,False
6781,mikekaechele,Words matter https://t.co/36iu3mzRbu #sel,"Michigan, USA",en,0.0,Fri Jul 09 23:47:00 +0000 2021,['sel'],True,False,False,False,False
6782,SWreadquest,"#K12 #Superintendents and #Principals, would it surprise you to learn that using #audiobooks can improve reading scores? It's true! We explore the most pervasive myths about audiobooks in the #classroom in this infographic.

Download it now!
https://t.co/GEn4nsf36k https://t.co/h30EWxD3UM",,en,0.0,Fri Jul 09 23:49:04 +0000 2021,"['K12', 'Superintendents', 'Principals', 'audiobooks']",False,False,False,False,True
6784,harry_hijack,"#Numberella is here for you! Click for the Escape Room.  

🚀

#blendedlearning #edchat #edutwitter #fridaymotivation #gamification     #giftedminds #k12 #learn #makelearningfun #maths #mathteacher #teachingtips #thursdaythoughts @MontanaLSmithey

 &gt;&gt;&gt; https://t.co/RcZx9jFThy https://t.co/nRD5aq6uRp",Probabilium,en,0.0,Fri Jul 09 23:50:06 +0000 2021,"['Numberella', 'blendedlearning', 'edchat', 'edutwitter']",False,False,False,False,True
6792,EdSurge,The goal is to meet students where they are by allowing them to test where and when it’s convenient. #studentsuccess #k12 https://t.co/HSZqyfzAlV,"Portland, OR",en,0.0,Fri Jul 09 23:52:01 +0000 2021,,False,False,False,False,True
6794,numberellaworld,"Escape Rooms! Try the #Numberella one here.  

🚀

#edchat #eal #enjoy #escaperooms #fridaythoughts #fun #gifted     #giftedstudents  #growthmindset #homeschooling2021 #iste #k12 #math #parentingtips #teachingtips #thursdayvibes @MelvinBurnett12 

&gt;&gt;&gt; https://t.co/mDlRCUxPzc https://t.co/jzkhBaJ6t6","London, England",en,0.0,Fri Jul 09 23:55:03 +0000 2021,"['Numberella', 'edchat', 'eal', 'enjoy', 'escaperooms', 'fridaythoughts', 'fun', 'gifted']",False,False,False,False,True
6796,briellena1983,"I know it’s not a “real” book, but seeing the blind copy of my dissertation still feels like a win. 10-year-old Brie would have died to see her thoughts, words, and name on a “book.” It’s a start! #blackhumanity #antiblackness #k12 https://t.co/0K1pqlKUMc","Chicago, IL",en,0.0,Fri Jul 09 23:56:46 +0000 2021,,False,False,False,False,True
6797,bitgabEnglish,New English activities every day! #LearnEnglish #EnglishOnline #SpeakEnglish #Reading #Vocabulary #Vocab #ELT #ESL #TESOL https://t.co/4W8iiZs95d,,en,0.0,Fri Jul 09 23:57:29 +0000 2021,"['LearnEnglish', 'EnglishOnline', 'SpeakEnglish', 'Reading', 'Vocabulary', 'Vocab', 'ELT', 'ESL']",False,False,True,False,False
6798,bitgabEnglish,New English activities every day! #LearnEnglish #EnglishOnline #SpeakEnglish #Reading #Vocabulary #Vocab #ELT #ESL #TESOL https://t.co/suXf6NV7sr,,en,0.0,Fri Jul 09 23:57:37 +0000 2021,"['LearnEnglish', 'EnglishOnline', 'SpeakEnglish', 'Reading', 'Vocabulary', 'Vocab', 'ELT', 'ESL']",False,False,True,False,False
6799,bitgabEnglish,New English activities every day! #LearnEnglish #EnglishOnline #SpeakEnglish #Listening #Vocabulary #Vocab #ELT #ESL #TESOL https://t.co/kNE8KCTO7y,,en,0.0,Fri Jul 09 23:57:41 +0000 2021,"['LearnEnglish', 'EnglishOnline', 'SpeakEnglish', 'Listening', 'Vocabulary', 'Vocab', 'ELT']",False,False,True,False,False
6800,aquinaslit,"Our dedicated tutors use props in their classes to make their lessons come alive!

 #stillgoingstrong #teachingenglish #aquinasliteracycenter #aquinaschicago #ALCchicago #volunteerchicago
#mckinleypark #mckinley #mckinleychicago #mckinleyparkchicago #ALCchicago #ESL #englishasase https://t.co/uNgXNOfxEi","Chicago, IL",en,0.0,Fri Jul 09 23:58:29 +0000 2021,['stillgoingstrong'],False,False,True,False,False
6802,Rdene915,"Inspiring educator stories, get your copy:  True Story: Lessons That One Kid Taught Us, https://t.co/OSmu07E5pl or DM me!  #educhat #edutwitter  #elemchat #suptchat #education #SEL #selfcare @thriveinedu @EduMatchBooks #k12 https://t.co/Da3VPlqko4",Pittsburgh,en,0.0,Fri Jul 09 23:59:04 +0000 2021,,True,False,False,False,True
6803,Rdene915,Need ideas or inspiration? Grab copies of In Other Words &amp; True Story Lessons That One Kid Taught Us Discounts for 10+ https://t.co/3iFdxqQKML #education #quotes #EduMatch #teachertwitter  #PLN #hybridlearning #k12 #edtech #suptchat #quotesoftheday https://t.co/vvt8O5kGQR,Pittsburgh,en,0.0,Fri Jul 09 23:59:15 +0000 2021,,False,False,False,False,True
6804,Kat_CDW,What's the future of IT look like for #K12 education? This is what IT thought leaders were talking about at #ISTELive 21 recently. @EdTech_K12 #cdwsocial https://t.co/G0FaIskg57 https://t.co/B3iFQ6a9yK,,en,0.0,Fri Jul 09 23:59:20 +0000 2021,['K12'],False,False,False,False,True
6806,_JinGenie,"Escape rooms are a fab way to engage students. Try the #Numberella version. 

🚀

#classroom #edchat #edutwitter #fridayvibes #giving #homeschooling2021 #iteach #iteachmath #k12 #parentingtips #teachingtips #thursdaymotivation @mfound

 &gt;&gt;&gt; https://t.co/b3mrWO4Jyi https://t.co/Jt5KqGSkuJ",Probabilium ,en,0.0,Sat Jul 10 00:00:15 +0000 2021,"['Numberella', 'classroom', 'edchat', 'edutwitter']",False,False,False,False,True
6807,NAWICEF,"▶️ Earn your Procore, project management software, certification by taking the following online course: https://t.co/UYKWy0JXgj. 

Procore certs are highly sought after and are FREE!

Leave us a comment telling us how it went!

#nawic #constructionmanagement #stemeducation https://t.co/cHyZi0g2at","Fort Worth, Texas",en,0.0,Sat Jul 10 00:00:22 +0000 2021,,False,True,False,False,False
6808,EnglishGarage,"A fan isn’t going to do the trick. We need air-conditioning! #English #summer #vocabulary #ESL, #EFL, #inglés #anglais #английский #英语 #英語 #영어 #learnenglish. Much more at: https://t.co/2siyBO725x",New York and Online,en,0.0,Sat Jul 10 00:00:39 +0000 2021,"['English', 'summer', 'vocabulary', 'ESL', 'EFL', 'inglés']",False,False,True,False,False
6809,selenajoy2,"$5000 AUD crowdfunding target hit! 
Thank you @enactusunsw, @StartSomeGood and all the 65 supporters who have made it possible.
This will facilitate piloting the #CODEprogram in 3 schools involving about 240 students. 

#STEMeducation #stemlearning #sdg4advocate #fortportal https://t.co/8djhUsvXOO","Sydney, New South Wales",en,3.0,Sat Jul 10 00:00:48 +0000 2021,,False,True,False,False,False
6815,livfinne,"Here are links to Original Source documents from school districts in WA state teaching Critical Race Theory (CRT) racism. First, ""Abolitionist Social and Emotional Learning Powerpoint,"" is full CRT, and attached to Rufo's ""Seattle Teaching Hate"": https://t.co/ZxC482MBbN #waleg","Seattle, WA",en,0.0,Sat Jul 10 00:04:56 +0000 2021,,False,False,False,False,False
6816,_TheThief_,"Need a fast lockdown math solution? 

🚀

Try the #Numberella escape room.  #aussieed #behaviour #edchat #eal #fridaymotivation #fun  #growth #homeschool #k12 #learn #math #mathschat #Numberellaworld #socialemotionallearning #zoom @mindfullymath 

&gt;&gt;&gt; https://t.co/ZQSMvvjHEa https://t.co/oPl0Qq5D8M",Unknown,en,0.0,Sat Jul 10 00:05:00 +0000 2021,"['Numberella', 'aussieed', 'behaviour', 'edchat', 'eal']",False,False,False,False,True
6817,ilearnenglish,Word of the day for July 10 from Wikitionary https://t.co/ky0mpFyRCl #ESL #learnenglish,India,en,0.0,Sat Jul 10 00:07:06 +0000 2021,"['ESL', 'learnenglish']",False,False,True,False,False
6818,education_24x7,"@HeyDrDaniel @PrincipalKafele Principal should have full authority to change the default system of knowledge transfer in the classroom. Teaching system is the waste of school hours. Thanks
#science #research #success #K12 #innovation #learning #goals #kids #education #STEM #edtech #maths #facts #growth #life",Delhi,en,3.0,Sat Jul 10 00:07:38 +0000 2021,,False,False,False,False,True
6819,sarahscheerger,Boosting!!!!! #giveaway,Southern California,en,0.0,Sat Jul 10 00:07:49 +0000 2021,['giveaway'],False,False,False,False,False
6820,FresnoKremenEdu,"Our very own Drs. @Jess_hannigan &amp; @JohnHannigan75 have been published in @NAESP's latest issue of Principal Magazine. 👏 

They have provided tools for administrators to support #SocialEmotionalLearning in schools.

#SEL #SELfromadistance 
https://t.co/HsDYI8Tjvv","Fresno, California",en,0.0,Sat Jul 10 00:09:01 +0000 2021,,True,False,False,False,False
6822,LSUSContEd,"Take gaming to the bonus stage! 🎮 #Coding games is a fun way for kids to learn programming concepts at a young age and set them up for a lifetime of success. 🏆  

Register to level up:
https://t.co/cQWv8oyod5

#STEMed #STEM #STEMeducation #lsuscamp #summercamp #lsus #lsusce https://t.co/8N0cH733e7","Shreveport, LA",en,0.0,Sat Jul 10 00:10:10 +0000 2021,['Coding'],False,True,False,False,False
6824,MuirReads,"#K12 #Superintendents and #Principals, would it surprise you to learn that using #audiobooks can improve reading scores? It's true! We explore the most pervasive myths about audiobooks in the #classroom in this infographic.

Download it now!
https://t.co/Rq0YXoLRBl https://t.co/nhGXnJsPcq",,en,0.0,Sat Jul 10 00:11:03 +0000 2021,"['K12', 'Superintendents', 'Principals', 'audiobooks']",False,False,False,False,True
